Wall time,Step,Value
1526628065.252504,600,0.40936562418937683
1526628126.088663,1900,0.32739442586898804
1526628154.2086577,2500,0.325600266456604
1526628230.1158154,4100,0.4140293300151825
1526628239.546785,4300,0.4166671335697174
1526628253.6659505,4600,0.4227800667285919
1526628291.3224359,5400,0.34185731410980225
1526628305.436473,5700,0.3915013372898102
1526628375.965683,7200,0.32918933033943176
1526628390.070634,7500,0.31397056579589844
1526628484.0993202,9500,0.3057419955730438
1526628521.7796092,10300,0.2491014301776886
1526628535.875429,10600,0.25780442357063293
1526628540.574265,10700,0.30767691135406494
1526628573.448504,11400,0.2748587429523468
1526628634.5772133,12700,0.2472463697195053
1526628695.647403,14000,0.24412859976291656
1526628747.387256,15100,0.22855113446712494
1526628770.8765852,15600,0.23140856623649597
1526628784.9844983,15900,0.2424258142709732
1526628827.3229055,16800,0.21842814981937408
1526628832.0231435,16900,0.2616722285747528
1526628879.074286,17900,0.22559824585914612
1526628902.5749648,18400,0.21901899576187134
1526628911.9652255,18600,0.23091599345207214
1526628916.6600235,18700,0.2369857132434845
1526628935.465637,19100,0.2287200689315796
1526628973.0458891,19900,0.21773935854434967
1526629010.6896102,20700,0.21992456912994385
1526629015.3944502,20800,0.21701760590076447
1526629038.8763735,21300,0.23319633305072784
1526629090.6098921,22400,0.24130618572235107
1526629118.8502824,23000,0.20009849965572357
1526629142.345685,23500,0.19968236982822418
1526629212.8181503,25000,0.22813917696475983
1526629241.068231,25600,0.20409844815731049
1526629264.5542727,26100,0.21405665576457977
1526629297.4423466,26800,0.2239617258310318
1526629316.226583,27200,0.21653252840042114
1526629325.6324239,27400,0.20872552692890167
1526629414.9792838,29300,0.22528883814811707
1526629438.4674952,29800,0.19748316705226898
1526629443.164531,29900,0.19825847446918488
1526629466.7337122,30400,0.17809028923511505
1526629490.224905,30900,0.18549476563930511
1526629499.6121001,31100,0.18794961273670197
1526629537.185861,31900,0.18315400183200836
1526629541.888482,32000,0.19040991365909576
1526629593.613957,33100,0.16055573523044586
1526629635.91088,34000,0.18579626083374023
1526629673.51448,34800,0.18311966955661774
1526629748.726623,36400,0.16936549544334412
1526629767.5206683,36800,0.19604584574699402
1526629814.5497594,37800,0.1540168672800064
1526630021.3641827,42200,0.16884148120880127
1526630026.0579073,42300,0.18202297389507294
1526630063.6997669,43100,0.14943380653858185
1526630105.975079,44000,0.1507371962070465
1526630115.3705568,44200,0.16167336702346802
1526630120.063382,44300,0.15847672522068024
1526630134.1601646,44600,0.17286416888237
1526630162.3980498,45200,0.12787725031375885
1526630204.7127318,46100,0.141005739569664
1526630218.811489,46400,0.14970441162586212
1526630223.5073624,46500,0.1573716253042221
1526630270.501955,47500,0.15022698044776917
1526630350.4366322,49200,0.1387777030467987
1526630359.8327894,49400,0.1269216686487198
1526630449.149351,51300,0.13163551688194275
1526630458.540863,51500,0.1216089129447937
1526630472.634947,51800,0.1397814154624939
1526630510.3123608,52600,0.11502742022275925
1526630538.489531,53200,0.13570940494537354
1526630547.892613,53400,0.15228652954101562
1526630561.9800067,53700,0.12720078229904175
1526630590.174442,54300,0.14040492475032806
1526630613.6604621,54800,0.1312384158372879
1526630660.6848688,55800,0.11144599318504333
1526630688.8951252,56400,0.1168646588921547
1526630717.0964727,57000,0.15618622303009033
1526630735.8963814,57400,0.1125594899058342
1526630764.1743524,58000,0.11135976761579514
1526630773.5754323,58200,0.10761182010173798
1526630787.6678393,58500,0.11668442189693451
1526630797.0688913,58700,0.13083025813102722
1526630801.7646446,58800,0.11408186703920364
1526630825.2506015,59300,0.13128122687339783
1526630829.9542696,59400,0.13621658086776733
1526630872.2872598,60300,0.11925487965345383
1526630909.8752096,61100,0.11387452483177185
1526630933.3635762,61600,0.08549872040748596
1526630956.864667,62100,0.10973913222551346
1526630966.2546945,62300,0.11341002583503723
1526631022.68886,63500,0.11919225752353668
1526631055.6187606,64200,0.10516376793384552
1526631060.3140833,64300,0.11126523464918137
1526631069.7058368,64500,0.115411177277565
1526631083.8024268,64800,0.12454245984554291
1526631093.1991215,65000,0.11922587454319
1526631149.6303165,66200,0.11721812188625336
1526631163.723281,66500,0.09597647190093994
1526631182.5210173,66900,0.11804535239934921
1526631196.620971,67200,0.11507002264261246
1526631210.7068434,67500,0.09995909780263901
1526631229.5591204,67900,0.09262159466743469
1526631234.2535963,68000,0.08890596777200699
1526631253.043264,68400,0.09482283145189285
1526631276.5277076,68900,0.1025342345237732
1526631328.2921953,70000,0.09862830489873886
1526631361.250343,70700,0.10063041746616364
1526631398.8433084,71500,0.08782558143138885
1526631417.639629,71900,0.07888396084308624
1526631436.4261713,72300,0.09777715057134628
1526631441.1213727,72400,0.08447886258363724
1526631474.0908263,73100,0.08066865801811218
1526631516.3726492,74000,0.08558771759271622
1526631535.1683123,74400,0.09340552985668182
1526631553.9578867,74800,0.0959421917796135
1526631572.8117394,75200,0.07315552234649658
1526631577.5059748,75300,0.08326978236436844
1526631596.3022172,75700,0.08004716038703918
1526631638.6158504,76600,0.10721725970506668
1526631657.396348,77000,0.1000506579875946
1526631662.0959032,77100,0.09250718355178833
1526631666.7995155,77200,0.08755908906459808
1526631676.1986356,77400,0.08103609085083008
1526631680.893417,77500,0.10159089416265488
1526631709.1418967,78100,0.08811379969120026
1526631727.9326377,78500,0.07885654270648956
1526631732.6316788,78600,0.08215384930372238
1526631742.0178466,78800,0.0909513533115387
1526631765.5183914,79300,0.07783383876085281
1526631770.2189386,79400,0.09410464763641357
1526631774.9116583,79500,0.08004358410835266
1526631793.7085567,79900,0.10087460279464722
1526631812.5522587,80300,0.07041201740503311
1526631836.0372674,80800,0.07529976218938828
1526631840.7338445,80900,0.07654799520969391
1526631845.4374957,81000,0.07933496683835983
1526631953.601915,83300,0.07094842940568924
1526631972.3884754,83700,0.059548210352659225
1526631981.7930608,83900,0.08762647956609726
1526632005.2698345,84400,0.06688085198402405
1526632118.1622303,86800,0.07286317646503448
1526632127.5557137,87000,0.08196611702442169
1526632151.0508711,87500,0.06314430385828018
1526632160.513678,87700,0.060030143707990646
1526632179.3476195,88100,0.05744332820177078
1526632188.7433925,88300,0.05308373644948006
1526632226.3352165,89100,0.06389282643795013
1526632254.5285847,89700,0.08311331272125244
1526632273.385709,90100,0.05132323130965233
1526632306.2679005,90800,0.06831293553113937
1526632315.6670008,91000,0.05135359987616539
1526632343.8485897,91600,0.0698106586933136
1526632353.2543898,91800,0.07898670434951782
1526632367.3531356,92100,0.07159313559532166
1526632381.4785368,92400,0.06601106375455856
1526632419.1357372,93200,0.05215486139059067
1526632423.830151,93300,0.06681536883115768
1526632437.920721,93600,0.04868364334106445
1526632470.8244245,94300,0.06970884650945663
1526632484.9288592,94600,0.0646449401974678
1526632527.2617218,95500,0.054650142788887024
1526632546.0630007,95900,0.057087019085884094
1526632560.1492527,96200,0.059669338166713715
1526632564.8427064,96300,0.05510752275586128
1526632607.1293635,97200,0.06084674224257469
1526632611.8229632,97300,0.06606174260377884
1526632630.6728003,97700,0.05290592089295387
1526632640.0683043,97900,0.044058624655008316
1526632644.7623806,98000,0.04373098164796829
1526632663.5574026,98400,0.0698118805885315
1526632668.2617,98500,0.06472984701395035
1526632682.3507154,98800,0.05640268698334694
1526632687.0449936,98900,0.05960339307785034
1526632724.660969,99700,0.06734286993741989
1526632743.5262508,100100,0.05581872910261154
