Stnmr,x,y,Category,Sequence,Category_Bool,Length,QLev,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Param14,Param15,Param16,Param17,Param18,Param19,Param20,Param21,Param22,Param23,Param24,Param25,Param26,Param27,Param28,Param29,Param30,Param31,Param32,Param33,Param34,Param35,Param36,Param37,Param38,Param39,Param40,Param41,Param42,Param43,Param44,Param45,Param46,Param47,Param48,Param49,Param50,Param51,Param52,Param53,Param54,Param55,Param56,Param57,Param58,Param59,Param60,Param61,Param62,Param63,Param64,Param65,Param66,Param67,Param68,Param69,Param70,Param71,Param72,Param73,Param74,Param75,Param76,Param77,Param78,Param79,Param80,Param81,Param82,Param83,Param84,Param85,Param86,Param87,Param88,Param89,Param90,Param91,Param92,Delta_Param_1,Delta_Param_2,Delta_Param_3,Delta_Param_4,Delta_Param_5,Delta_Param_6,Delta_Param_7,Delta_Param_8,Delta_Param_9,Delta_Param_10,Delta_Param_11,Delta_Param_12,Delta_Param_13,Delta_Param_14,Delta_Param_15,Delta_Param_16,Delta_Param_17,Delta_Param_18,Delta_Param_19,Delta_Param_20,Delta_Param_21,Delta_Param_22,Delta_Param_23,Delta_Param_24,Delta_Param_25,Delta_Param_26,Delta_Param_27,Delta_Param_28,Delta_Param_29,Delta_Param_30,Delta_Param_31,Delta_Param_32,Delta_Param_33,Delta_Param_34,Delta_Param_35,Delta_Param_36,Delta_Param_37,Delta_Param_38,Delta_Param_39,Delta_Param_40,Delta_Param_41,Delta_Param_42,Delta_Param_43,Delta_Param_44,Delta_Param_45,Delta_Param_46,Delta_Param_47,Delta_Param_48,Delta_Param_49,Delta_Param_50,Delta_Param_51,Delta_Param_52,Delta_Param_53,Delta_Param_54,Delta_Param_55,Delta_Param_56,Delta_Param_57,Delta_Param_58,Delta_Param_59,Delta_Param_60,Delta_Param_61,Delta_Param_62,Delta_Param_63,Delta_Param_64,Delta_Param_65,Num_Fail_M1,SumOfDeviation_M1,Category_M1,SubCategory_M1,Outlier_M1,Category1_M1,OutBand_M1,Category1_M2,Category1_M2,Outband_M2,Outlier_M2,Threshold_M2,Weight_M2,HardBin_2_GDBN,Edge_M2
3,64,19,1,B_05,TRUE,79236,0.24,12.43934,10.35484,22.69684,20.95269,45.9052,6.664272,0.357999,1.859481,5.743068,1.436161,0.7381927,0.0692212,0.103904,0.0810892,8.192704,0.1016304,76.94223,10.73058,0.8081105,0.101119,0.1143625,0.0889606,0.921691,11.92692,12.83226,22.89295,22.17119,42.60199,6.664272,0.357999,1.859481,5.743068,1.428245,1.616419,0.0692212,0.103904,0.0810892,8.232068,0.1016304,108.9268,17.52745,0.8081105,0.0616256,0.1143625,0.0889606,0.921691,25.95916,21.99475,31.83584,36.24292,108.3122,6.664272,0.357999,1.820033,5.743068,1.428245,0.7302808,0.0692212,0.103904,0.0810892,8.192704,0.1016304,76.94223,10.61203,0.8081105,0.101119,0.1143625,0.0889606,0.921691,12.08459,10.9447,21.9516,22.17119,45.31534,6.664272,0.357999,1.820033,5.743068,1.998217,0.7223688,0.0692212,0.103904,0.0810892,8.232068,0.1016304,108.9268,17.52745,0.8081105,0.0616256,0.1143625,0.0889606,0.921691,0.5124137,-2.477412,-0.196116,-1.218501,3.303207,0,0,0,0,0.00791624,-0.8782265,0,0,0,-0.0393642,0,-31.98455,-6.796872,0,0.0394934,0,0,0,-13.51983,-11.6399,-9.139005,-15.29023,-62.40703,0,0,0.03944745,0,0.00791624,0.00791194,0,0,0,0,0,0,0.1185499,0,0,0,0,0,0.3547473,-0.5898597,0.7452406,-1.218501,0.5898587,0,0,0.03944745,0,-0.562056,0.01582393,0,0,0,-0.0393642,0,-31.98455,-6.796872,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9635416,1,FALSE
4,64,18,1,B_05,TRUE,79236,0.24,15.40195,10.78001,20.70383,20.61573,52.55586,6.828167,0.374323,1.918071,5.669637,1.443231,0.7699313,0.0913428,0.1129428,0.1016015,7.13049,0.0432943,77.21493,10.86186,0.867791,0.0886928,0.1019616,0.0549968,0.8608675,16.18707,10.2692,20.50683,21.4423,52.12294,6.788835,0.374323,1.918071,5.669637,1.435311,1.687354,0.0913428,0.1129428,0.1016015,7.13049,0.0432943,109.1304,17.39676,0.867791,0.0886928,0.1019616,0.0549968,0.8608675,30.1621,21.07478,38.03921,30.88872,123.8303,6.788835,0.374323,1.918071,5.669637,1.435311,0.7541137,0.0913428,0.1129428,0.1016015,7.091268,0.0432943,77.25418,10.74376,0.8282925,0.0886928,0.1019616,0.0549968,0.8608675,15.79451,10.42638,20.70383,20.49765,52.75264,6.788835,0.374323,1.918071,5.669637,2.005529,0.7541137,0.0913428,0.1129428,0.1016015,7.13049,0.0827614,109.1696,17.39676,0.867791,0.0886928,0.1019616,0.0549968,0.8608675,-0.7851142,0.510809,0.1969934,-0.8265618,0.4329197,0.03933208,0,0,0,0.00791973,-0.9174231,0,0,0,0,0,-31.91546,-6.534905,0,0,0,0,0,-14.76014,-10.29477,-17.33538,-10.27299,-71.27444,0.03933208,0,0,0,0.00791973,0.01581764,0,0,0,0.03922265,0,-0.0392571,0.118101,0.0394985,0,0,0,0,-0.3925562,0.3536372,0,0.1180805,-0.196781,0.03933208,0,0,0,-0.562298,0.01581764,0,0,0,0,-0.0394671,-31.95471,-6.534905,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9270833,1,FALSE
5,65,21,1,B_05,TRUE,79236,0.24,17.37769,12.85725,15.37929,21.23441,32.07773,6.637832,0.37708,1.804483,5.734176,1.415045,0.6570339,0.1247174,0.08301,0.061384,7.21627,0.0318828,76.64476,10.04443,0.8153251,0.047192,0.108725,0.0429358,0.9149208,17.06198,11.71256,16.28907,18.81953,35.45406,6.637832,0.37708,1.804483,5.734176,1.407125,1.50489,0.1247174,0.0435,0.1006208,7.21627,0.0318828,108.9044,16.58327,0.8153251,0.047192,0.108725,0.0429358,0.9149208,28.90124,27.85657,35.19655,29.6667,81.30927,6.677006,0.37708,1.804483,5.694656,1.407125,0.6491099,0.1247174,0.0435,0.061384,7.21627,0.0318828,76.64476,9.926254,0.8153251,0.047192,0.108725,0.0429358,0.9149208,17.18037,11.79151,15.61663,20.16553,34.19775,6.677006,0.37708,1.804483,5.734176,1.977353,0.6491099,0.1247174,0.0435,0.061384,7.21627,0.0318828,108.9044,16.58327,0.8153251,0.047192,0.108725,0.0429358,0.9149208,0.3157128,1.144686,-0.9097746,2.41488,-3.376327,0,0,0,0,0.00791985,-0.8478562,0,0.03951,-0.0392368,0,0,-32.25967,-6.53884,0,0,0,0,0,-11.52355,-14.99932,-19.81726,-8.432286,-49.23154,-0.0391742,0,0,0.03952021,0.00791985,0.00792393,0,0.03951,0,0,0,0,0.1181718,0,0,0,0,0,0.1973212,1.065741,-0.2373327,1.068883,-2.120018,-0.0391742,0,0,0,-0.5623087,0.00792393,0,0.03951,0,0,0,-32.25967,-6.53884,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8541665,1,FALSE
6,65,20,1,B_05,TRUE,79236,0.24,10.86439,7.925456,14.94693,20.26368,51.83016,6.6099,0.3991322,1.788981,5.728272,1.416217,0.6650386,0.0915599,0.099653,0.0776256,7.178661,0.16663,76.62741,9.854165,0.8440928,0.0602565,0.1140818,0.1037266,0.8494858,10.58933,7.728638,14.63266,19.83286,52.89288,6.6099,0.3991322,1.788981,5.728272,1.408299,1.503688,0.0915599,0.099653,0.0776256,7.178661,0.1273,108.578,16.27723,0.8046976,0.0602565,0.1140818,0.1037266,0.8494858,27.76103,18.51418,25.20019,20.9295,120.9857,6.6099,0.3991322,1.788981,5.728272,1.408299,0.649215,0.0915599,0.099653,0.0776256,7.178661,0.1273,76.62741,9.815,0.8440928,0.0602565,0.07468411,0.1037266,0.8494858,10.86439,6.941372,13.72911,20.73367,53.52264,6.6099,0.3991322,1.788981,5.728272,1.978341,0.6571268,0.0915599,0.099653,0.0776256,7.178661,0.1273,108.578,16.27723,0.8046976,0.0209326,0.1140818,0.1037266,0.8494858,0.2750615,0.1968169,0.3142757,0.4308242,-1.062717,0,0,0,0,0.00791717,-0.8386497,0,0,0,0,0.03933,-31.95061,-6.423061,0.03939518,0,0,0,0,-16.89664,-10.58873,-10.25326,-0.6658211,-69.15551,0,0,0,0,0.00791717,0.01582358,0,0,0,0,0.03933,0,0.03916491,0,0,0.0393977,0,0,0,0.9840829,1.21782,-0.4699919,-1.692478,0,0,0,0,-0.5621242,0.00791182,0,0,0,0,0.03933,-31.95061,-6.423061,0.03939518,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9270833,1,FALSE
7,65,19,1,B_05,TRUE,79236,0.24,17.43294,17.95213,15.80312,28.79024,41.66673,6.649974,0.3728936,1.878904,5.725348,1.437349,0.79643,0.0655991,0.0750487,0.1487099,7.714197,0.0261628,76.96966,10.61384,0.791852,0.0736916,0.1188366,0.121082,0.8365587,17.00037,18.1884,16.27399,28.2005,42.29508,6.649974,0.3728936,1.878904,5.764684,1.429425,1.763084,0.0655991,0.0750487,0.1093796,7.714197,0.0261628,108.7693,17.03804,0.791852,0.0736916,0.0796377,0.121082,0.8365587,35.20775,27.71773,37.77701,41.13543,107.2901,6.649974,0.3728936,1.878904,5.725348,1.429425,0.7885066,0.0655991,0.0750487,0.1093796,7.714197,0.0261628,76.96966,10.49632,0.791852,0.0736916,0.1188366,0.121082,0.8757574,17.39362,17.12521,16.35247,29.1834,41.66673,6.649974,0.3728936,1.878904,5.725348,1.992051,0.7885066,0.0655991,0.0750487,0.1487099,7.753549,0.0261628,108.8481,17.03804,0.791852,0.0736916,0.1188366,0.121082,0.8757574,0.4325733,-0.2362654,-0.4708692,0.5897377,-0.6283484,0,0,0,-0.0393358,0.00792439,-0.9666535,0,0,0.03933031,0,0,-31.79967,-6.424207,0,0,0.0391989,0,0,-17.77481,-9.765595,-21.97389,-12.34519,-65.62334,0,0,0,0,0.00792439,0.0079234,0,0,0.03933031,0,0,0,0.1175161,0,0,0,0,-0.0391987,0.03932603,0.826925,-0.5493462,-0.3931597,0,0,0,0,0,-0.5547017,0.0079234,0,0,0,-0.0393516,0,-31.87848,-6.424207,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.9270834,1,FALSE
8,65,18,1,B_05,TRUE,79236,0.24,20.93231,18.64139,18.00886,25.75894,37.64626,6.827324,0.3645696,1.865435,5.69202,1.437088,0.774119,0.0611225,0.1037954,0.0699872,7.209128,0.0308108,77.23262,11.03391,0.8651435,0.106541,0.07226,0.0750546,0.8756648,20.54019,18.48455,17.37766,25.32699,39.41197,6.827324,0.3645696,1.865435,5.69202,1.437088,1.652252,0.0611225,0.1037954,0.0699872,7.209128,0.0308108,109.0751,17.50105,0.8651435,0.106541,0.07226,0.0750546,0.8756648,41.83257,30.05176,32.60547,32.945,99.40702,6.827324,0.3645696,1.865435,5.69202,1.437088,0.7503857,0.0611225,0.1037954,0.0699872,7.209128,0.0308108,77.23262,10.95552,0.8257896,0.0670949,0.07226,0.0750546,0.8756648,20.73625,18.83745,17.49601,25.6804,38.15635,6.827324,0.3645696,1.865435,5.69202,2.00698,0.7582968,0.0611225,0.1037954,0.0699872,7.209128,0.0308108,109.1143,17.50105,0.8651435,0.0670949,0.1115072,0.0750546,0.8756648,0.3921259,0.156844,0.6312039,0.4319493,-1.765713,0,0,0,0,0,-0.8781333,0,0,0,0,0,-31.84246,-6.467142,0,0,0,0,0,-20.90026,-11.41037,-14.59661,-7.186064,-61.76077,0,0,0,0,0,0.0237333,0,0,0,0,0,0,0.07838942,0.03935391,0.0394461,0,0,0,0.1960639,-0.1960546,0.5128533,0.07853657,-0.5100929,0,0,0,0,-0.5698923,0.01582218,0,0,0,0,0,-31.88171,-6.467142,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8906249,1,FALSE
1,64,25,1,B_05,TRUE,74916,0.24,12.35485,8.255424,17.15097,10.79994,50.90772,6.37189,0.3465474,1.737581,5.757026,1.412283,0.6818318,0.0600655,0.0532864,0.102406,7.680886,0.0609758,75.91341,9.550812,0.7828321,0.0729492,0.089889,0.0908954,0.882929,12.86857,8.17635,16.95354,11.35222,50.67158,6.37189,0.3465474,1.737581,5.717548,1.40436,1.552158,0.0600655,0.0532864,0.102406,7.720114,0.0609758,108.209,16.14148,0.7828321,0.0334624,0.089889,0.0513807,0.882929,29.38646,17.54674,26.70675,35.57329,101.4798,6.37189,0.3465474,1.737581,5.717548,1.40436,0.6660077,0.0600655,0.0532864,0.102406,7.680886,0.0609758,75.91341,9.471881,0.7828321,0.0334624,0.089889,0.0513807,0.882929,12.15727,7.780975,16.36123,10.36602,52.71808,6.37189,0.3465474,1.737581,5.717548,1.982774,0.6739197,0.0600655,0.0532864,0.102406,7.720114,0.0609758,108.2484,16.14148,0.7828321,0.0334624,0.089889,0.0513807,0.882929,-0.5137147,0.07907487,0.1974329,-0.5522715,0.236135,0,0,0,0.0394783,0.00792346,-0.8703266,0,0,0,-0.0392278,0,-32.29554,-6.590672,0,0.0394868,0,0.0395147,0,-17.03161,-9.291312,-9.555781,-24.77334,-50.57207,0,0,0,0.0394783,0.00792346,0.0158241,0,0,0,0,0,0,0.07893052,0,0.0394868,0,0.0395147,0,0.1975819,0.4744497,0.7897336,0.4339283,-1.810361,0,0,0,0.0394783,-0.5704905,0.00791205,0,0,0,-0.0392278,0,-32.33502,-6.590672,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7864581,1,FALSE
4,64,22,1,B_05,TRUE,74916,0.24,13.04661,8.618897,16.17299,21.95398,48.81701,6.749503,0.374323,1.839446,5.709212,1.45907,0.7462048,0.0913428,0.1129428,0.1016015,7.91494,0.0827614,77.48972,10.35009,0.8282925,0.0886928,0.1019616,0.0549968,0.8608675,13.08587,8.225968,16.52758,19.59237,51.76874,6.749503,0.374323,1.878759,5.709212,1.45907,1.687354,0.0913428,0.1129428,0.1016015,7.91494,0.0432943,110.2296,16.96373,0.8282925,0.0886928,0.1019616,0.0549968,0.8608675,25.60844,19.22801,30.63227,35.21833,116.4707,6.749503,0.374323,1.839446,5.709212,1.451151,0.7303872,0.0913428,0.1129428,0.1016015,7.91494,0.0827614,77.48972,10.27135,0.8282925,0.0886928,0.1019616,0.0549968,0.8608675,13.16438,8.422434,16.96096,19.15941,50.86354,6.749503,0.374323,1.839446,5.709212,2.037208,0.738296,0.0913428,0.1129428,0.1016015,7.91494,0.0827614,110.2296,16.96373,0.8282925,0.0886928,0.1019616,0.0549968,0.8608675,-0.0392562,0.3929297,-0.354588,2.361607,-2.95173,0,0,-0.0393128,0,0,-0.9411496,0,0,0,0,0.0394671,-32.73984,-6.61364,0,0,0,0,0,-12.56182,-10.60911,-14.45929,-13.26435,-67.65366,0,0,0,0,0.00791973,0.01581764,0,0,0,0,0,0,0.07873401,0,0,0,0,0,-0.1177676,0.1964644,-0.7879715,2.794567,-2.046533,0,0,0,0,-0.5781373,0.00790879,0,0,0,0,0,-32.73984,-6.61364,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8072914,1,FALSE
5,65,25,1,B_05,TRUE,74916,0.24,16.5884,12.42306,14.3113,19.29459,28.11251,6.28526,0.37708,1.646994,5.694656,1.399205,0.5857188,0.1247174,0.0435,0.061384,7.176999,0.0714226,75.02982,9.099051,0.8153251,0.08672,0.108725,0.0429358,0.9149208,17.1409,11.83098,14.82552,19.17582,28.07325,6.28526,0.37708,1.646994,5.694656,1.391285,1.378108,0.1247174,0.0435,0.061384,7.137729,0.0318828,106.935,15.51972,0.8153251,0.047192,0.108725,0.0429358,0.9149208,27.91463,29.11967,27.8788,28.16235,75.067,6.246086,0.33755,1.646994,5.694656,1.391285,0.569871,0.1247174,0.0435,0.061384,7.137729,0.0318828,75.02982,9.020269,0.775775,0.047192,0.108725,0.0429358,0.9149208,17.49608,12.65989,14.86507,21.11565,24.38285,6.28526,0.37708,1.646994,5.694656,1.961514,0.577795,0.1247174,0.0435,0.1006208,7.176999,0.0318828,106.935,15.51972,0.775775,0.047192,0.108725,0.0429358,0.9149208,-0.5524997,0.592079,-0.5142204,0.118766,0.03925897,0,0,0,0,0.00791985,-0.792389,0,0,0,0.03927061,0.0395398,-31.90517,-6.420667,0,0.039528,0,0,0,-11.32623,-16.69661,-13.5675,-8.867757,-46.95448,0.03917422,0.03952999,0,0,0.00791985,0.01584779,0,0,0,0.03927061,0.0395398,0,0.07878151,0.03955013,0.039528,0,0,0,-0.9076763,-0.2368307,-0.5537755,-1.821056,3.729662,0,0,0,0,-0.5623087,0.00792387,0,0,-0.0392368,0,0.0395398,-31.90517,-6.420667,0.03955013,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7864581,1,FALSE
6,65,24,1,B_05,TRUE,74916,0.24,8.388837,4.815754,12.66843,17.8354,54.07368,6.37437,0.3991322,1.709897,5.688933,1.400382,0.6175679,0.0915599,0.099653,0.0776256,7.926156,0.16663,75.60812,9.070865,0.8046976,0.0209326,0.1140818,0.1037266,0.8888135,8.546015,4.382757,12.98271,18.10956,54.46728,6.37437,0.3991322,1.709897,5.688933,1.392465,1.42457,0.0522006,0.099653,0.0776256,7.965497,0.16663,107.6763,15.37643,0.8046976,0.0602565,0.1140818,0.1037266,0.8494858,22.45627,12.84587,27.67511,24.2586,124.961,6.37437,0.3991322,1.709897,5.688933,1.392465,0.6017443,0.0522006,0.099653,0.0776256,7.926156,0.16663,75.60812,8.992535,0.8046976,0.0209326,0.07468411,0.1037266,0.8494858,8.742487,4.461484,13.29698,19.12787,52.26312,6.37437,0.3991322,1.709897,5.688933,1.962506,0.6017443,0.0522006,0.099653,0.0776256,7.926156,0.16663,107.7156,15.41559,0.8046976,0.0602565,0.07468411,0.1037266,0.8494858,-0.1571774,0.4329965,-0.3142767,-0.2741627,-0.3935993,0,0,0,0,0.00791717,-0.8070026,0.0393593,0,0,-0.0393409,0,-32.06822,-6.305565,0,-0.0393239,0,0,0.03932772,-14.06743,-8.030113,-15.00668,-6.423209,-70.88736,0,0,0,0,0.00791717,0.01582358,0.0393593,0,0,0,0,0,0.07832982,0,0,0.0393977,0,0.03932772,-0.3536502,0.3542695,-0.6285524,-1.292475,1.810562,0,0,0,0,-0.5621241,0.01582358,0.0393593,0,0,0,0,-32.10742,-6.34473,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7708332,1,FALSE
7,65,23,1,B_05,TRUE,74916,0.24,13.06789,16.53455,13.29182,26.19539,30.90623,6.53208,0.3728936,1.761202,5.80402,1.405652,0.6221154,0.105011,0.0750487,0.1487099,7.123923,0.0261628,76.4968,9.477848,0.791852,0.0736916,0.1188366,0.121082,0.8365587,12.87126,15.0382,13.05638,23.87575,35.38322,6.492782,0.3728936,1.721968,5.764684,1.397728,1.438225,0.0655991,0.0750487,0.1093796,7.123923,0.0261628,108.927,15.82371,0.791852,0.0736916,0.0796377,0.121082,0.8365587,26.43832,23.11057,33.34299,36.77136,92.01331,6.492782,0.3728936,1.721968,5.764684,1.397728,0.6062686,0.0655991,0.0750487,0.1093796,7.123923,0.0261628,76.45741,9.438676,0.791852,0.0736916,0.0796377,0.121082,0.8365587,13.57911,16.10139,13.52725,26.19539,30.39569,6.492782,0.3728936,1.721968,5.80402,1.976202,0.6062686,0.0655991,0.0750487,0.1093796,7.123923,0.0261628,108.9664,15.82371,0.791852,0.0736916,0.0796377,0.121082,0.8365587,0.1966245,1.496342,0.2354346,2.319638,-4.476998,0.03929809,0,0.03923406,0.03933581,0.00792427,-0.8161092,0.0394119,0,0.03933031,0,0,-32.43015,-6.345864,0,0,0.0391989,0,0,-13.37043,-6.576026,-20.05118,-10.57598,-61.10708,0.03929809,0,0.03923406,0.03933581,0.00792427,0.0158468,0.0394119,0,0.03933031,0,0,0.03940612,0.03917236,0,0,0.0391989,0,0,-0.5112225,0.4331525,-0.2354346,0,0.5105343,0.03929809,0,0.03923406,0,-0.5705504,0.0158468,0.0394119,0,0.03933031,0,0,-32.46956,-6.345864,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7499999,1,FALSE
8,65,22,1,B_05,TRUE,74916,0.24,18.42271,17.34743,16.66755,25.32699,22.18645,6.631009,0.3645696,1.747295,5.69202,1.421258,0.6633635,0.0611225,0.1037954,0.0699872,7.16981,0.0308108,76.68293,9.740479,0.8257896,0.0670949,0.1115072,0.0750546,0.8756648,17.87374,16.09268,15.08954,24.93431,26.34568,6.631009,0.3645696,1.747295,5.65272,1.413343,1.509852,0.0217764,0.1037954,0.0699872,7.209128,0.0308108,109.0751,16.24681,0.8257896,0.0670949,0.07226,0.0750546,0.9149506,37.24471,22.75854,33.63118,40.2096,72.13654,6.631009,0.3645696,1.747295,5.65272,1.413343,0.6554524,0.0217764,0.1037954,0.0699872,7.16981,0.0308108,76.7222,9.701283,0.8257896,0.0670949,0.1115072,0.0750546,0.9149506,18.10901,16.13189,15.72074,25.48406,24.42302,6.631009,0.3645696,1.747295,5.65272,1.99115,0.6554524,0.0217764,0.1037954,0.0699872,7.209128,0.0308108,109.1143,16.28601,0.8257896,0.0670949,0.1115072,0.0750546,0.9149506,0.5489737,1.254749,1.578012,0.392681,-4.159238,0,0,0,0.03929995,0.00791519,-0.8464888,0.0393461,0,0,-0.0393186,0,-32.39214,-6.506336,0,0,0.0392472,0,-0.0392858,-18.822,-5.411103,-16.96363,-14.88261,-49.9501,0,0,0,0.03929995,0.00791519,0.00791112,0.0393461,0,0,0,0,-0.0392646,0.03919471,0,0,0,0,-0.0392858,0.3136992,1.215538,0.9468067,-0.1570731,-2.236571,0,0,0,0.03929995,-0.5698922,0.00791112,0.0393461,0,0,-0.0393186,0,-32.4314,-6.545532,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8385414,1,FALSE
1,64,29,1,B_05,TRUE,80002,0.24,12.4734,8.888025,16.87456,10.08988,47.20828,6.37189,0.3465474,1.658698,5.638591,1.364743,0.5235906,0.0600655,0.0532864,0.102406,7.014012,0.0609758,74.37365,8.800974,0.7828321,0.0334624,0.089889,0.0908954,0.882929,11.80162,8.453112,16.67713,10.32657,48.23153,6.37189,0.3465474,1.619256,5.638591,1.356819,1.259412,0.0600655,0.0532864,0.102406,7.05324,0.0609758,105.8401,14.7602,0.7828321,0.0334624,0.089889,0.0908954,0.8437795,30.05824,16.51876,22.00783,33.56144,91.79829,6.37189,0.3465474,1.619256,5.638591,1.348896,0.5156785,0.0600655,0.0532864,0.102406,7.014012,0.0609758,74.37365,8.722046,0.7828321,0.0729492,0.089889,0.0908954,0.882929,12.03872,8.532187,16.12432,12.22007,46.42117,6.37189,0.3465474,1.619256,5.638591,1.919386,0.5156785,0.0600655,0.0532864,0.102406,7.014012,0.0609758,105.8796,14.7602,0.7828321,0.0729492,0.089889,0.0513807,0.882929,0.6717807,0.4349127,0.1974348,-0.2366882,-1.023248,0,0,0.03944139,0,0.00792346,-0.7358216,0,0,0,-0.0392278,0,-31.46644,-5.95923,0,0,0,0,0.03914954,-17.58484,-7.630737,-5.133269,-23.47156,-44.59001,0,0,0.03944139,0,0.01584692,0.00791205,0,0,0,0,0,0,0.07892959,0,-0.0394868,0,0,0,0.4346818,0.3558369,0.7502474,-2.130192,0.7871129,0,0,0.03944139,0,-0.5546436,0.00791205,0,0,0,0,0,-31.50592,-5.95923,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8437498,1,FALSE
3,64,27,1,B_05,TRUE,80002,0.24,7.945869,7.287572,18.26462,14.66365,38.90554,6.192899,0.357999,1.543901,5.62441,1.372831,0.5483059,0.0692212,0.103904,0.0810892,7.090512,0.1016304,74.57007,8.517646,0.8081105,0.0616256,0.1143625,0.0889606,0.921691,9.561941,7.405544,18.65685,15.33186,36.50678,6.192899,0.357999,1.543901,5.62441,1.364914,1.315765,0.0692212,0.103904,0.0810892,7.090512,0.1016304,106.436,14.5637,0.8081105,0.0616256,0.1143625,0.0889606,0.921691,21.78103,18.10167,25.32479,26.65213,89.5154,6.192899,0.357999,1.543901,5.62441,1.364914,0.532482,0.0692212,0.103904,0.0810892,7.090512,0.1016304,74.6096,8.478129,0.8081105,0.0616256,0.074875,0.0889606,0.882322,8.142951,6.855008,17.71549,14.58504,39.65269,6.192899,0.357999,1.543901,5.62441,1.934887,0.532482,0.0692212,0.103904,0.0810892,7.129876,0.1016304,106.436,14.5637,0.8081105,0.0616256,0.1143625,0.0889606,0.882322,-1.616072,-0.117972,-0.3922321,-0.66821,2.398755,0,0,0,0,0.00791636,-0.7674592,0,0,0,0,0,-31.86593,-6.046055,0,0,0,0,0,-13.83516,-10.8141,-7.060176,-11.98848,-50.60986,0,0,0,0,0.00791636,0.01582393,0,0,0,0,0,-0.0395328,0.03951695,0,0,0.0394875,0,0.03936898,-0.1970818,0.4325639,0.5491246,0.07861294,-0.7471554,0,0,0,0,-0.5620559,0.01582393,0,0,0,-0.0393638,0,-31.86593,-6.046055,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8229164,1,FALSE
4,64,26,1,B_05,TRUE,80002,0.24,12.85033,7.047178,14.91223,17.42757,40.19795,6.159522,0.374323,1.642882,5.748787,1.387793,0.5959373,0.0913428,0.1129428,0.1016015,7.052045,0.0827614,75.01657,8.972246,0.8282925,0.128169,0.1019616,0.0549968,0.8608675,13.28215,7.833038,14.32125,17.07333,40.27667,6.159522,0.374323,1.642882,5.748787,1.387793,1.410546,0.0913428,0.1129428,0.1016015,7.052045,0.0432943,107.0498,15.11348,0.788794,0.0886928,0.1019616,0.0549968,0.8608675,26.15801,17.22406,25.62865,30.14088,97.26474,6.159522,0.374323,1.642882,5.748787,1.379874,0.5801196,0.0913428,0.1129428,0.1016015,7.052045,0.0827614,75.05582,8.893512,0.788794,0.0886928,0.1019616,0.0549968,0.8608675,12.77182,7.754452,14.28186,17.74245,39.8831,6.159522,0.374323,1.642882,5.748787,1.958011,0.5880284,0.0913428,0.1129428,0.1016015,7.052045,0.0432943,107.0498,15.15285,0.788794,0.0886928,0.1019616,0.0549968,0.8608675,-0.4318124,-0.7858602,0.5909791,0.3542397,-0.0787117,0,0,0,0,0,-0.8146084,0,0,0,0,0.0394671,-32.03323,-6.141237,0.0394985,0.0394762,0,0,0,-13.30768,-10.17689,-10.71642,-12.71331,-57.06678,0,0,0,0,0.00791962,0.01581764,0,0,0,0,0,-0.0392571,0.07873401,0.0394985,0.0394762,0,0,0,0.07851142,-0.7072738,0.6303778,-0.314882,0.3148504,0,0,0,0,-0.5702177,0.00790885,0,0,0,0,0.0394671,-32.03323,-6.180603,0.0394985,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8020831,1,FALSE
