Stnmr,x,y,Category,Sequence,Category_Bool,Length,QLev,Param1,Param2,Param3,Param4,Param5,Param6,Param7,Param8,Param9,Param10,Param11,Param12,Param13,Param14,Param15,Param16,Param17,Param18,Param19,Param20,Param21,Param22,Param23,Param24,Param25,Param26,Param27,Param28,Param29,Param30,Param31,Param32,Param33,Param34,Param35,Param36,Param37,Param38,Param39,Param40,Param41,Param42,Param43,Param44,Param45,Param46,Param47,Param48,Param49,Param50,Param51,Param52,Param53,Param54,Param55,Param56,Param57,Param58,Param59,Param60,Param61,Param62,Param63,Param64,Param65,Param66,Param67,Param68,Param69,Param70,Param71,Param72,Param73,Param74,Param75,Param76,Param77,Param78,Param79,Param80,Param81,Param82,Param83,Param84,Param85,Param86,Param87,Param88,Param89,Param90,Param91,Param92,Delta_Param_1,Delta_Param_2,Delta_Param_3,Delta_Param_4,Delta_Param_5,Delta_Param_6,Delta_Param_7,Delta_Param_8,Delta_Param_9,Delta_Param_10,Delta_Param_11,Delta_Param_12,Delta_Param_13,Delta_Param_14,Delta_Param_15,Delta_Param_16,Delta_Param_17,Delta_Param_18,Delta_Param_19,Delta_Param_20,Delta_Param_21,Delta_Param_22,Delta_Param_23,Delta_Param_24,Delta_Param_25,Delta_Param_26,Delta_Param_27,Delta_Param_28,Delta_Param_29,Delta_Param_30,Delta_Param_31,Delta_Param_32,Delta_Param_33,Delta_Param_34,Delta_Param_35,Delta_Param_36,Delta_Param_37,Delta_Param_38,Delta_Param_39,Delta_Param_40,Delta_Param_41,Delta_Param_42,Delta_Param_43,Delta_Param_44,Delta_Param_45,Delta_Param_46,Delta_Param_47,Delta_Param_48,Delta_Param_49,Delta_Param_50,Delta_Param_51,Delta_Param_52,Delta_Param_53,Delta_Param_54,Delta_Param_55,Delta_Param_56,Delta_Param_57,Delta_Param_58,Delta_Param_59,Delta_Param_60,Delta_Param_61,Delta_Param_62,Delta_Param_63,Delta_Param_64,Delta_Param_65,Num_Fail_M1,SumOfDeviation_M1,Category_M1,SubCategory_M1,Outlier_M1,Category1_M1,OutBand_M1,Category1_M2,Category1_M2,Outband_M2,Outlier_M2,Threshold_M2,Weight_M2,HardBin_2_GDBN,Edge_M2
2,50,23,1,B_17,TRUE,82382,0.2945,6.536865,17.28783,12.12242,15.98272,25.51693,6.517646,0.3430552,1.661883,5.5863,1.426203,0.8974365,0.0450628,0.0723404,0.0862991,8.18256,0.1011748,76.58686,11.45856,0.7440082,0.0579082,0.1236234,0.0899495,0.9006483,7.441083,16.65912,12.31994,17.71408,23.67119,6.517646,0.3430552,1.661883,5.5863,1.418287,2.005394,0.0450628,0.0723404,0.0862991,8.26108,0.1011748,108.9331,18.76182,0.7440082,0.0579082,0.1236234,0.050494,0.9006483,12.59119,23.37845,16.46776,30.77799,39.26178,6.478203,0.3430552,1.661883,5.5863,1.418287,0.8736945,0.0450628,0.1118512,0.0862991,8.22182,0.1011748,76.58686,11.38003,0.7835233,0.0579082,0.1236234,0.0899495,0.9006483,6.930003,16.26618,11.29286,16.88775,26.22381,6.478203,0.3430552,1.661883,5.5863,2.004087,0.8816085,0.0450628,0.1118512,0.0862991,8.26108,0.1011748,108.9725,18.76182,0.7440082,0.0579082,0.1236234,0.050494,0.9006483,-0.9042174,0.6287079,-0.1975149,-1.73136,1.845736,0,0,0,0,0.00791624,-1.107957,0,0,0,-0.0785198,0,-32.34621,-7.303253,0,0,0,0.0394555,0,-6.054325,-6.090617,-4.345341,-14.79526,-13.74485,0.03944384,0,0,0,0.00791624,0.02374197,0,-0.0395108,0,-0.0392599,0,0,0.07853005,-0.0395151,0,0,0,0,-0.3931378,1.021652,0.8295653,-0.9050295,-0.7068776,0.03944384,0,0,0,-0.5778839,0.015828,0,-0.0395108,0,-0.0785198,0,-32.38566,-7.303253,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7412587,1,TRUE
3,50,22,1,B_17,TRUE,82382,0.2945,5.856799,4.652864,16.46035,11.9122,40.67511,6.467867,0.357999,1.662244,5.703515,1.436161,0.9201675,0.029765,0.103904,0.1205808,7.484152,0.1411148,76.5864,11.87657,0.7291775,0.101119,0.1143625,0.0889606,0.921691,6.211547,4.063004,16.42113,13.83821,39.41675,6.467867,0.3974869,1.662244,5.703515,1.428245,2.059488,0.029765,0.103904,0.1205808,7.484152,0.1016304,109.0058,19.26619,0.7291775,0.0616256,0.1143625,0.0889606,0.921691,9.561941,9.843632,18.7353,19.30182,70.01073,6.467867,0.357999,1.662244,5.703515,1.436161,0.9043437,0.029765,0.103904,0.0810892,7.484152,0.1016304,76.62595,11.79753,0.7291775,0.101119,0.1143625,0.0889606,0.921691,6.132714,4.967456,15.55821,13.32723,39.77067,6.467867,0.357999,1.662244,5.703515,2.014049,0.9043437,0.029765,0.103904,0.0810892,7.484152,0.1016304,109.0454,19.26619,0.7291775,0.101119,0.1143625,0.0889606,0.921691,-0.3547478,0.5898597,0.03922172,-1.926018,1.258366,0,-0.0394879,0,0,0.00791624,-1.139321,0,0,0,0,0.0394844,-32.41944,-7.389623,0,0.0394934,0,0,0,-3.705142,-5.190768,-2.274947,-7.389622,-29.33563,0,0,0,0,0,0.01582387,0,0,0.0394916,0,0.0394844,-0.0395402,0.07903297,0,0,0,0,0,-0.275915,-0.3145924,0.9021331,-1.415034,0.9044483,0,0,0,0,-0.5778885,0.01582387,0,0,0.0394916,0,0.0394844,-32.45898,-7.389623,0,0,0,1,3,FALSE,TRUE,FALSE,3,TRUE,FALSE,FALSE,0.5,0.7071429,1,TRUE
4,50,21,1,B_17,TRUE,82382,0.2945,10.18095,7.990211,12.62711,16.08932,34.33385,6.474179,0.4138111,1.682195,5.788363,1.443231,0.9676518,0.0913428,0.1129428,0.1016015,7.44427,0.0827614,76.82236,12.08223,0.788794,0.0886928,0.1019616,0.0549968,0.8608675,10.5735,8.697484,11.91794,16.48292,33.90093,6.513511,0.4138111,1.682195,5.788363,1.443231,2.169792,0.0913428,0.1129428,0.1016015,7.44427,0.0827614,109.3659,19.40447,0.788794,0.0886928,0.1019616,0.0549968,0.8608675,13.79247,13.84487,15.7396,20.93061,65.38605,6.474179,0.374323,1.682195,5.788363,1.443231,0.959743,0.0913428,0.1129428,0.062142,7.44427,0.0827614,76.82236,12.0035,0.788794,0.0886928,0.1019616,0.0549968,0.9002151,9.31732,8.461726,11.40576,15.45956,36.61652,6.474179,0.4138111,1.682195,5.788363,2.021368,0.959743,0.0913428,0.1129428,0.1016015,7.44427,0.0827614,109.3659,19.40447,0.788794,0.0886928,0.1019616,0.0549968,0.8608675,-0.3925571,-0.7072734,0.7091751,-0.3936011,0.4329234,-0.0393321,0,0,0,0,-1.202141,0,0,0,0,0,-32.54355,-7.322243,0,0,0,0,0,-3.611525,-5.854657,-3.11249,-4.841292,-31.0522,0,0.03948811,0,0,0,0.00790879,0,0,0.0394595,0,0,0,0.07873308,0,0,0,0,-0.0393477,0.8636257,-0.4715156,1.221357,0.6297613,-2.282668,0,0,0,0,-0.5781372,0.00790879,0,0,0,0,0,-32.54355,-7.322243,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7923077,1,TRUE
5,51,24,1,B_17,TRUE,82382,0.2945,13.23395,8.633756,11.10731,18.77994,23.91174,6.481133,0.37708,1.646994,5.655135,1.430884,0.8392833,0.1247174,0.08301,0.061384,7.491164,0.0318828,76.1327,10.95041,0.775775,0.08672,0.1482725,0.0823839,0.954233,14.29948,10.01527,12.61042,19.6113,19.39688,6.481133,0.37708,1.646994,5.655135,1.422965,1.901085,0.1247174,0.0435,0.061384,7.491164,0.0318828,108.1166,17.92254,0.775775,0.08672,0.1482725,0.0429358,0.954233,15.52287,22.48839,21.86638,22.9367,39.02668,6.441959,0.37708,1.646994,5.655135,1.422965,0.8234355,0.0852112,0.0435,0.061384,7.491164,0.0318828,76.1327,10.87163,0.775775,0.08672,0.1482725,0.0429358,0.9149208,13.27341,9.541611,12.21486,20.71976,19.98578,6.481133,0.37708,1.646994,5.655135,1.993193,0.8313594,0.0852112,0.0435,0.061384,7.491164,0.0318828,108.1166,17.92254,0.775775,0.08672,0.108725,0.0429358,0.954233,-1.065534,-1.381516,-1.503105,-0.8313525,4.514854,0,0,0,0,0.00791985,-1.061801,0,0.03951,0,0,0,-31.98395,-6.972135,0,0,0,0.0394481,0,-2.288924,-13.85464,-10.75907,-4.156761,-15.11494,0.03917422,0,0,0,0.00791985,0.01584779,0.03950619,0.03951,0,0,0,0,0.07878151,0,0,0,0.0394481,0.03931217,-0.0394639,-0.9078542,-1.107551,-1.939822,3.925961,0,0,0,0,-0.5623087,0.00792393,0.03950619,0.03951,0,0,0,-31.98395,-6.972135,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.747191,1,TRUE
6,51,23,1,B_17,TRUE,82382,0.2945,7.485063,4.107214,10.66492,18.26622,34.74792,6.45288,0.3991322,1.670354,5.688933,1.416217,0.9182159,0.0915599,0.1391392,0.0776256,7.454054,0.16663,76.03937,11.18577,0.7653024,0.0602565,0.1140818,0.1037266,0.8888135,8.153069,4.618937,10.42922,17.52207,34.78728,6.45288,0.3991322,1.670354,5.649595,1.408299,2.089161,0.0522006,0.099653,0.0776256,7.454054,0.1273,107.9116,18.39213,0.7653024,0.0602565,0.1140818,0.1037266,0.8888135,11.65028,9.460623,11.64704,14.70212,75.09192,6.45288,0.3991322,1.670354,5.688933,1.408299,0.9103041,0.0522006,0.099653,0.0776256,7.454054,0.1273,76.03937,11.06828,0.7653024,0.0209326,0.1140818,0.1037266,0.8888135,8.035186,4.618937,10.82206,18.89287,32.97672,6.45288,0.3991322,1.670354,5.688933,1.978341,0.9182159,0.0522006,0.099653,0.0776256,7.454054,0.1273,107.9116,18.4313,0.7653024,0.0209326,0.07468411,0.1037266,0.8888135,-0.6680069,-0.5117231,0.2357066,0.7441528,-0.0393577,0,0,0,0.0393386,0.00791717,-1.170945,0.0393593,0.0394862,0,0,0.03933,-31.8722,-7.20636,0,0,0,0,0,-4.165217,-5.353408,-0.9821132,3.564097,-40.344,0,0,0,0,0.00791717,0.00791182,0.0393593,0.0394862,0,0,0.03933,0,0.1174947,0,0.0393239,0,0,0,-0.5501229,-0.5117231,-0.1571383,-0.6266534,1.7712,0,0,0,0,-0.5621242,0,0.0393593,0.0394862,0,0,0.03933,-31.8722,-7.245526,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7865167,1,TRUE
7,51,22,1,B_17,TRUE,82382,0.2945,11.53422,13.3056,10.27041,20.49458,22.07005,6.296292,0.4121842,1.682734,5.764684,1.429425,0.899434,0.105011,0.0750487,0.1487099,8.186417,0.0261628,76.10275,11.51479,0.7525732,0.0736916,0.1188366,0.121082,0.8757574,12.71397,14.25066,11.1729,22.18517,17.78941,6.296292,0.3728936,1.682734,5.764684,1.421501,2.032479,0.105011,0.0750487,0.1487099,8.225768,0.0261628,108.06,18.9183,0.7525732,0.0736916,0.1188366,0.121082,0.8757574,17.62957,19.5666,21.29659,25.2518,43.63032,6.296292,0.3728936,1.721968,5.725348,1.429425,0.8915105,0.105011,0.0750487,0.1487099,8.186417,0.0261628,76.10275,11.3581,0.7525732,0.0736916,0.1188366,0.121082,0.8757574,11.77017,13.62062,10.54508,21.12363,20.77408,6.296292,0.3728936,1.682734,5.725348,1.999975,0.8835873,0.105011,0.0750487,0.1487099,8.225768,0.0261628,108.0995,18.87913,0.7525732,0.0736916,0.1188366,0.121082,0.8757574,-1.179744,-0.9450577,-0.9024991,-1.690585,4.280636,0,0.03929058,0,0,0.00792427,-1.133045,0,0,0,-0.0393512,0,-31.9573,-7.403508,0,0,0,0,0,-6.095345,-6.261006,-11.02619,-4.757224,-21.56027,0,0.03929058,-0.0392339,0.03933581,0,0.0079234,0,0,0,0,0,0,0.1566885,0,0,0,0,0,-0.2359487,-0.3150189,-0.274674,-0.6290544,1.295973,0,0.03929058,0,0.03933581,-0.5705504,0.01584674,0,0,0,-0.0393512,0,-31.9967,-7.364336,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7640449,1,TRUE
8,51,21,1,B_17,TRUE,82382,0.2945,14.89359,14.44583,13.47208,19.31897,18.18416,6.631009,0.3645696,1.707914,5.61342,1.452918,0.916519,0.0611225,0.1037954,0.0699872,7.916857,0.0308108,76.99704,11.77861,0.7864357,0.106541,0.1115072,0.0356903,0.9149506,14.73674,15.97505,13.70878,19.47604,16.81083,6.591746,0.3645696,1.668534,5.61342,1.452918,2.047808,0.0217764,0.1037954,0.0699872,7.916857,0.0308108,109.3106,19.18642,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,24.85356,21.543,23.6897,22.9709,41.64854,6.631009,0.3645696,1.668534,5.61342,1.445003,0.9006968,0.0217764,0.1037954,0.0699872,7.916857,0.0308108,76.99704,11.70022,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,15.20729,15.70057,13.86658,20.0258,15.67292,6.591746,0.3645696,1.668534,5.61342,2.030726,0.9006968,0.0217764,0.1037954,0.0699872,7.916857,0.0308108,109.3106,19.14723,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,0.1568506,-1.529225,-0.2367012,-0.1570713,1.373334,0.0392627,0,0.03938016,0,0,-1.131289,0.0393461,0,0,0,0,-32.31361,-7.407816,0,0.0394461,0,0,0,-9.959975,-7.097173,-10.21763,-3.651932,-23.46438,0,0,0.03938016,0,0.00791519,0.01582224,0.0393461,0,0,0,0,0,0.07839035,0,0.0394461,0,0,0,-0.3137002,-1.254749,-0.3945027,-0.7068254,2.511239,0.0392627,0,0.03938016,0,-0.5778074,0.01582224,0.0393461,0,0,0,0,-32.31361,-7.368622,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8187134,1,TRUE
2,50,19,1,B_17,TRUE,73021,0.2945,7.716279,17.09136,13.78155,17.75343,33.76384,6.517646,0.3430552,1.701133,5.625821,1.442035,0.9370063,0.0450628,0.1118512,0.0862991,7.436618,0.1011748,77.21801,12.59724,0.7835233,0.0579082,0.1236234,0.050494,0.8613734,8.305986,16.77701,13.70255,18.42237,33.52822,6.517646,0.3430552,1.701133,5.625821,1.442035,2.07662,0.0450628,0.1118512,0.0862991,7.436618,0.1011748,109.8403,20.25388,0.7835233,0.0579082,0.1236234,0.050494,0.8613734,17.23022,24.75375,22.0772,33.06023,61.99969,6.517646,0.3430552,1.661883,5.625821,1.434119,0.9211784,0.0450628,0.0723404,0.0862991,7.436618,0.1011748,77.21801,12.47945,0.7835233,0.0579082,0.1236234,0.050494,0.8613734,8.109417,16.50195,13.74205,17.28124,34.50999,6.517646,0.3430552,1.661883,5.625821,2.019919,0.9290923,0.0450628,0.1118512,0.0862991,7.436618,0.1011748,109.8403,20.25388,0.7835233,0.0579082,0.1236234,0.050494,0.8613734,-0.5897074,0.3143549,0.07900596,-0.6689336,0.2356246,0,0,0,0,0,-1.139613,0,0,0,0,0,-32.62234,-7.656637,0,0,0,0,0,-9.513939,-7.662388,-8.29565,-15.3068,-28.23585,0,0,0.03925047,0,0.00791624,0.01582794,0,0.0395108,0,0,0,0,0.1177946,0,0,0,0,0,-0.3931378,0.5894154,0.03950298,0.4721899,-0.7461496,0,0,0.03925047,0,-0.577884,0.00791397,0,0,0,0,0,-32.62234,-7.656637,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.6770833,1,TRUE
5,51,20,1,B_17,TRUE,73021,0.2945,13.3918,9.067947,12.61042,18.70077,26.81695,6.677006,0.37708,1.725738,5.734176,1.454644,0.9660656,0.1247174,0.0435,0.061384,7.569706,0.0318828,77.27499,12.17152,0.775775,0.047192,0.1482725,0.0429358,0.954233,13.74698,9.028475,12.17531,19.928,26.11027,6.677006,0.37708,1.725738,5.734176,1.446724,2.146725,0.1247174,0.0435,0.061384,7.569706,0.0318828,109.6922,19.49817,0.775775,0.08672,0.108725,0.0429358,0.9149208,15.16769,21.30424,22.97393,23.72847,46.01489,6.677006,0.37708,1.725738,5.734176,1.446724,0.9581417,0.1247174,0.0435,0.061384,7.569706,0.0318828,77.27499,12.05335,0.775775,0.08672,0.108725,0.0429358,0.954233,13.5102,8.949532,12.13575,19.65088,26.46361,6.677006,0.37708,1.725738,5.734176,2.024872,0.9581417,0.1247174,0.0435,0.061384,7.569706,0.0318828,109.7316,19.49817,0.775775,0.047192,0.1482725,0.0429358,0.954233,-0.3551785,0.03947224,0.4351093,-1.227235,0.7066727,0,0,0,0,0.00791974,-1.18066,0,0,0,0,0,-32.41723,-7.326651,0,-0.039528,0.03954751,0,0.03931217,-1.77589,-12.23629,-10.36351,-5.027702,-19.19794,0,0,0,0,0.00791974,0.00792387,0,0,0,0,0,0,0.1181718,0,-0.039528,0.03954751,0,0,-0.1183925,0.1184158,0.4746644,-0.9501167,0.3533363,0,0,0,0,-0.5702284,0.00792387,0,0,0,0,0,-32.45661,-7.326651,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8471338,1,TRUE
6,51,19,1,B_17,TRUE,73021,0.2945,6.895646,4.225304,11.13634,16.73875,44.19432,6.6099,0.3991322,1.828523,5.688933,1.455803,0.9735984,0.0522006,0.1391392,0.0776256,8.280231,0.1273,77.52909,12.55655,0.7653024,0.0602565,0.07468411,0.1037266,0.8888135,6.93494,4.225304,10.74349,16.07293,45.53256,6.6099,0.3991322,1.828523,5.688933,1.447886,2.136632,0.0522006,0.099653,0.0776256,8.280231,0.1273,110.0285,20.31122,0.7653024,0.0209326,0.07468411,0.1037266,0.8888135,12.16111,9.65744,15.06479,13.48798,81.54696,6.6099,0.3991322,1.828523,5.688933,1.447886,0.9577748,0.0522006,0.099653,0.0776256,8.280231,0.1273,77.52909,12.43906,0.7653024,0.0209326,0.1140818,0.1037266,0.8888135,7.642241,4.382757,11.13634,16.73875,43.44648,6.570645,0.3991322,1.828523,5.688933,2.033761,0.9656866,0.0522006,0.099653,0.0776256,8.280231,0.1273,110.0285,20.31122,0.7653024,0.0209326,0.07468411,0.1037266,0.8888135,-0.0392944,0,0.3928449,0.6658193,-1.338243,0,0,0,0,0.00791717,-1.163033,0,0.0394862,0,0,0,-32.49945,-7.75467,0,0.0393239,0,0,0,-5.265463,-5.432136,-3.92845,3.250768,-37.35264,0,0,0,0,0.00791717,0.01582358,0,0.0394862,0,0,0,0,0.1174947,0,0.0393239,-0.0393977,0,0,-0.7465957,-0.1574531,0,0,0.7478371,0.03925478,0,0,0,-0.5779586,0.00791176,0,0.0394862,0,0,0,-32.49945,-7.75467,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.7071429,1,TRUE
7,51,18,1,B_17,TRUE,73021,0.2945,13.30384,16.77081,13.05638,25.44838,21.00971,6.53208,0.3728936,1.721968,5.80402,1.445274,1.010361,0.105011,0.0750487,0.1487099,9.209558,0.0261628,77.40311,12.92498,0.7525732,0.0736916,0.0796377,0.121082,0.8757574,13.57911,16.81019,13.25258,27.02102,19.4781,6.53208,0.4121842,1.721968,5.764684,1.437349,2.214717,0.105011,0.0750487,0.1487099,9.209558,0.0261628,109.8727,20.52435,0.7525732,0.0736916,0.0796377,0.121082,0.8757574,19.12391,22.67742,24.55344,27.13897,55.41189,6.53208,0.3728936,1.721968,5.764684,1.445274,1.002438,0.105011,0.0750487,0.1487099,9.209558,0.0261628,77.40311,12.84664,0.7525732,0.0736916,0.0796377,0.121082,0.8757574,12.98924,16.73143,13.52725,24.81933,21.75587,6.53208,0.3728936,1.721968,5.80402,2.023748,1.002438,0.105011,0.0750487,0.1487099,9.209558,0.0261628,109.9121,20.52435,0.7525732,0.0736916,0.0796377,0.121082,0.8757574,-0.2752738,-0.0393782,-0.1961952,-1.572637,1.531605,0,-0.0392906,0,0.03933581,0.00792428,-1.204355,0,0,0,0,0,-32.46956,-7.599369,0,0,0,0,0,-5.820069,-5.90661,-11.49706,-1.690585,-34.40218,0,0,0,0.03933581,0,0.00792334,0,0,0,0,0,0,0.07834379,0,0,0,0,0,0.314598,0.03937818,-0.4708692,0.6290544,-0.7461663,0,0,0,0,-0.5784747,0.00792334,0,0,0,0,0,-32.50895,-7.599369,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.5853658,1,TRUE
6,53,16,1,B_17,TRUE,70915,0.2945,9.096137,4.933843,12.82557,19.98952,44.82408,6.76692,0.3991322,1.828523,5.688933,1.46372,1.028981,0.0915599,0.099653,0.0776256,8.122864,0.16663,77.96032,13.22236,0.7653024,0.0209326,0.07468411,0.1037266,0.8888135,9.056843,5.406203,12.35416,21.39949,43.84008,6.76692,0.3991322,1.828523,5.688933,1.46372,2.231573,0.0522006,0.099653,0.0776256,8.122864,0.16663,110.3422,20.85953,0.7653024,0.0209326,0.07468411,0.1037266,0.8888135,14.12583,11.27133,16.75402,20.34201,91.42632,6.76692,0.3991322,1.788981,5.728272,1.46372,1.021069,0.0522006,0.099653,0.0776256,8.122864,0.1273,77.96032,13.10486,0.7653024,0.0209326,0.1140818,0.1037266,0.8888135,8.467425,6.232832,12.39344,21.1645,43.60392,6.76692,0.3991322,1.828523,5.728272,2.041679,1.028981,0.0522006,0.099653,0.0776256,8.122864,0.1273,110.3422,20.85953,0.7653024,0.0209326,0.07468411,0.1037266,0.8888135,0.03929436,-0.4723598,0.4714141,-1.409972,0.9839982,0,0,0,0,0,-1.202592,0.0393593,0,0,0,0,-32.38185,-7.637175,0,0,0,0,0,-5.029696,-6.337491,-3.92845,-0.3524926,-46.60224,0,0,0.03954221,-0.0393386,0,0.00791182,0.0393593,0,0,0,0.03933,0,0.1174957,0,0,-0.0393977,0,0,0.6287117,-1.298989,0.4321299,-1.174977,1.220159,0,0,0,-0.0393386,-0.5779585,0,0.0393593,0,0,0,0.03933,-32.38185,-7.637175,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.5060976,1,TRUE
8,53,14,1,B_17,TRUE,70915,0.2945,15.59941,16.75927,14.37943,22.02847,20.42073,6.591746,0.3645696,1.471633,5.69202,1.405427,0.9006968,0.0611225,0.1037954,0.0699872,7.366401,0.0308108,77.27188,12.91526,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,15.44256,16.8769,14.77394,21.51798,21.0093,6.591746,0.3645696,1.471633,5.69202,1.397512,1.960786,0.0217764,0.1037954,0.0699872,7.40572,0.0308108,109.8603,20.28388,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,25.95151,22.44485,25.26772,26.81918,52.28207,6.631009,0.3645696,1.471633,5.69202,1.397512,0.8848745,0.0217764,0.1037954,0.0699872,7.366401,0.0308108,77.27188,12.87606,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,15.95232,17.62191,14.69504,23.67773,17.20321,6.591746,0.3645696,1.432253,5.69202,1.967405,0.9006968,0.0611225,0.1037954,0.0699872,7.366401,0.0308108,109.8603,20.28388,0.7864357,0.0670949,0.1115072,0.0356903,0.9149506,0.1568506,-0.1176316,-0.3945027,0.5104858,-0.5885717,0,0,0,0,0.00791519,-1.060089,0.0393461,0,0,-0.0393186,0,-32.58846,-7.368623,0,0,0,0,0,-10.3521,-5.685581,-10.88828,-4.790708,-31.86134,-0.0392627,0,0,0,0.00791519,0.01582224,0.0393461,0,0,0,0,0,0.03919471,0,0,0,0,0,-0.3529117,-0.8626394,-0.3156019,-1.649259,3.217524,0,0,0.03938016,0,-0.5619772,0,0,0,0,0,0,-32.58846,-7.368623,0,0,0,1,1,FALSE,TRUE,FALSE,9909,FALSE,TRUE,TRUE,0.5,0.490566,99,TRUE
1,52,21,1,B_17,TRUE,81008,0.2945,8.877401,8.097275,13.83409,9.49816,38.55003,6.648539,0.3465474,1.777022,5.678069,1.443977,0.8875454,0.0600655,0.0532864,0.141944,7.445519,0.0609758,76.82149,11.28728,0.7828321,0.0334624,0.089889,0.0908954,0.882929,9.233049,8.294962,14.62382,10.7605,36.18869,6.648539,0.3861108,1.777022,5.678069,1.436054,1.995234,0.0600655,0.0532864,0.102406,7.445519,0.0609758,108.8407,18.23313,0.7432618,0.0334624,0.089889,0.0513807,0.882929,17.0178,13.31623,14.54485,26.65804,56.26009,6.648539,0.3465474,1.816463,5.678069,1.436054,0.8717212,0.0600655,0.0532864,0.102406,7.445519,0.0609758,76.82149,11.20835,0.7432618,0.0334624,0.089889,0.0513807,0.882929,8.719336,8.057737,14.46587,8.985336,38.82552,6.648539,0.3465474,1.777022,5.678069,2.014468,0.8717212,0.0600655,0.0532864,0.102406,7.445519,0.0609758,108.8407,18.19367,0.7828321,0.0334624,0.089889,0.0513807,0.882929,-0.3556479,-0.1976872,-0.7897336,-1.262336,2.361342,0,-0.0395634,0,0,0.00792346,-1.107688,0,0,0.039538,0,0,-32.01918,-6.945858,0.03957032,0,0,0.0395147,0,-8.140399,-5.21895,-0.7107602,-17.15988,-17.71006,0,0,-0.0394414,0,0.00792346,0.01582416,0,0,0.039538,0,0,0,0.07893052,0.03957032,0,0,0.0395147,0,0.1580659,0.03953744,-0.6317869,0.5128244,-0.2754889,0,0,0,0,-0.5704906,0.01582416,0,0,0.039538,0,0,-32.01918,-6.906392,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8906249,1,TRUE
2,52,20,1,B_17,TRUE,81008,0.2945,6.025786,15.12665,11.64839,17.1632,30.62216,6.714866,0.3035244,1.779635,5.665341,1.449952,0.9370063,0.0845571,0.0723404,0.0862991,7.986259,0.1011748,77.21801,11.61562,0.7835233,0.0579082,0.1236234,0.0899495,0.9006483,6.183041,15.79465,11.33236,16.65166,30.89706,6.714866,0.3035244,1.779635,5.665341,1.442035,2.092447,0.0450628,0.0723404,0.0862991,7.986259,0.1011748,109.3275,18.68329,0.7835233,0.0579082,0.1236234,0.050494,0.9006483,11.52972,21.6495,15.79621,31.36822,46.21275,6.714866,0.3430552,1.740384,5.625821,1.442035,0.9211784,0.0450628,0.0723404,0.0862991,7.986259,0.1011748,77.25745,11.49783,0.7835233,0.0579082,0.1236234,0.050494,0.9006483,7.401769,16.26618,11.8064,18.50107,26.73433,6.714866,0.3035244,1.740384,5.625821,2.019919,0.9211784,0.0450628,0.0723404,0.0862991,7.986259,0.1011748,109.3275,18.64402,0.7835233,0.0579082,0.1236234,0.0899495,0.9006483,-0.1572552,-0.6680042,0.3160248,0.5115382,-0.2748966,0,0,0,0,0.00791624,-1.155441,0.0394943,0,0,0,0,-32.10953,-7.067665,0,0,0,0.0394555,0,-5.503932,-6.522855,-4.147826,-14.20503,-15.59059,0,-0.0395308,0.03925047,0.03952067,0.00791624,0.01582794,0.0394943,0,0,0,0,-0.0394434,0.1177946,0,0,0,0.0394555,0,-1.375983,-1.139535,-0.1580128,-1.337869,3.88783,0,0,0.03925047,0.03952067,-0.5699678,0.01582794,0.0394943,0,0,0,0,-32.10953,-7.028398,0,0,0,1,1,FALSE,TRUE,FALSE,1,TRUE,FALSE,FALSE,0.5,0.8864864,1,TRUE
